ticker,entry_date,weekly_expiry,monthly_expiry,slippage_pct,fixed_cost_per_cycle,gross_pnl,net_pnl,raw_close_pnl_no_slippage
NIFTY,2025-10-01,2025-10-07,2025-10-28,0.75,240.0,-3891.2625000000044,-4131.262500000004,-2655.0000000000036
NIFTY,2025-10-01,2025-10-07,2025-10-28,0.75,320.0,-3891.2625000000044,-4211.262500000004,-2655.0000000000036
NIFTY,2025-10-01,2025-10-07,2025-10-28,1.0,0.0,-4303.350000000006,-4303.350000000006,-2655.0000000000036
NIFTY,2025-10-01,2025-10-07,2025-10-28,1.0,80.0,-4303.350000000006,-4383.350000000006,-2655.0000000000036
NIFTY,2025-10-01,2025-10-07,2025-10-28,1.0,160.0,-4303.350000000006,-4463.350000000006,-2655.0000000000036
NIFTY,2025-10-01,2025-10-07,2025-10-28,1.0,240.0,-4303.350000000006,-4543.350000000006,-2655.0000000000036
NIFTY,2025-10-01,2025-10-07,2025-10-28,1.0,320.0,-4303.350000000006,-4623.350000000006,-2655.0000000000036
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.0,0.0,-3776.250000000001,-3776.250000000001,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.0,80.0,-3776.250000000001,-3856.250000000001,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.0,160.0,-3776.250000000001,-3936.250000000001,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.0,240.0,-3776.250000000001,-4016.250000000001,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.0,320.0,-3776.250000000001,-4096.250000000001,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.25,0.0,-4028.5406249999937,-4028.5406249999937,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.25,80.0,-4028.5406249999937,-4108.540624999994,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.25,160.0,-4028.5406249999937,-4188.540624999994,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.25,240.0,-4028.5406249999937,-4268.540624999994,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.25,320.0,-4028.5406249999937,-4348.540624999994,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.5,0.0,-4280.831249999992,-4280.831249999992,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.5,80.0,-4280.831249999992,-4360.831249999992,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.5,160.0,-4280.831249999992,-4440.831249999992,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.5,240.0,-4280.831249999992,-4520.831249999992,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.5,320.0,-4280.831249999992,-4600.831249999992,-3776.250000000001
NIFTY,2025-10-08,2025-10-14,2025-10-28,0.75,0.0,-4533.121875000001,-4533.121875000001,-3776.250000000001
